Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
,2.0,,Ground out of 1,Super Area,Osman Nagar,,Unfurnished,Bac/helors/Family.,2.0,Contact Owner,8000
2022-06-22,2.0,850.0,4 out of 6,Super Area,,+-9 Hyderabad,Semi-Furnished,F=am:ily,2.0,Contact Owner,14000
2022-06-10,2.0,1300.0,Ground out of 1,Super Area,Nagaram,,Unfurnished,Bach)elors/)Family,2.0,Contact Owner,10000
2022-07-10,4.0,4761.0,,Super Area,"Kukatpally, NH 9",India-- Hyderabad,Semi-Furnished,>Fam#ily,,Contact Agent,150000
2022-06-22,2.0,1250.0,1 out of 5,Super Area,"Pragathi Nagar, Kukatpally",+-9 Hyderabad,Semi-Furnished,,2.0,,16000
2022-05-25,,100.0,2 out of 3,Super Area,Borabanda,@-9 Hyderabad,Unfurnished,Bachel!ors/^Family,,Contact Owner,6000
2022-06-24,3.0,1550.0,4 out of 5,Carpet Area,"LB Nagar, NH 9",,Unfurnished,Bachelor.s_,2.0,Contact Owner,26000
,,,2 out of 2,Carpet Area,Sainikpuri,India-# Hyderabad,Unfurnished,,2.0,Contact Owner,13000
2022-06-13,3.0,1600.0,,Carpet Area,Bandlaguda Jagir,?-9 Hyderabad,Semi-Furnished,Bache(lors^,2.0,Contact Owner,28000
2022-06-22,2.0,1200.0,Ground out of 2,Super Area,Medipally,<-9 Hyderabad,Unfurnished,,3.0,Contact Owner,8500
2022-06-22,2.0,,2 out of 5,,Kompally,India-! Hyderabad,,Bachelors/Family>\,2.0,Contact Owner,12500
2022-06-22,3.0,1970.0,5 out of 9,,Kompally,India-! Hyderabad,,Bache:lors/Fami\ly,3.0,Contact Owner,25000
2022-06-28,2.0,650.0,4 out of 4,Carpet Area,Namalagundu,:-9 Hyderabad,Unfurnished,B=achelors',2.0,Contact Owner,10000
2022-06-19,2.0,1000.0,4 out of 5,Super Area,Secunderabad,#-9 Hyderabad,,B?achelors/F;amily,3.0,Contact Owner,12000
2022-06-28,3.0,1500.0,1 out of 1,Super Area,Old Bowenpally,@-9 Hyderabad,Unfurnished,Bache+lors/Fa'mily,3.0,Contact Owner,15000
2022-05-02,2.0,,Ground out of 1,Super Area,"Ambedkar Nagar-Boduppal, Secunderabad",India-> Hyderabad,Unfurnished,Fami<l?y,2.0,Contact Owner,6000
2022-07-06,3.0,1940.0,1 out of 5,Carpet Area,,?-9 Hyderabad,,Bachel\?ors,3.0,Contact Owner,30000
2022-06-27,2.0,700.0,,Carpet Area,Rajendra Mandal,&-9 Hyderabad,Unfurnished,Ba*chelors/Family!,2.0,Contact Owner,18000
2022-06-02,2.0,700.0,2 out of 3,,Budwel,)-9 Hyderabad,Semi-Furnished,Bachelors#/F.amily,1.0,Contact Owner,8500
2022-05-25,2.0,100.0,1 out of 3,Super Area,Amberpet,India-| Hyderabad,Unfurnished,"Bachelors/,F\amily",2.0,Contact Owner,7500
2022-05-20,1.0,,2 out of 3,Super Area,Gachibowli,India-% Hyderabad,Semi-Furnished,<'Bachelors/Family,1.0,Contact Owner,12000
2022-06-18,2.0,980.0,3 out of 5,,Langar Houz,India-; Hyderabad,,Bachelors/F:)amily,2.0,Contact Owner,15000
,2.0,800.0,,Super Area,Prakash Nagar,"India-, Hyderabad",Semi-Furnished,Bache)lors/Fami\ly,2.0,,15500
2022-05-25,3.0,1250.0,2 out of 6,Super Area,Qutub Shahi Tombs,@-9 Hyderabad,Unfurnished,,2.0,Contact Owner,20000
2022-07-06,2.0,1000.0,Ground out of 1,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",India-* Hyderabad,Semi-Furnished,,2.0,Contact Owner,11000
2022-06-14,2.0,1000.0,Ground out of 4,Super Area,Mehdipatnam,India-] Hyderabad,Unfurnished,Bachel]=ors/Family,2.0,Contact Owner,15000
2022-06-23,3.0,1800.0,Ground out of 1,,Bandlaguda Jagir,India-| Hyderabad,Unfurnished,Bachelors/F.>amily,3.0,Contact Owner,17000
2022-06-06,,2000.0,1 out of 3,Carpet Area,Srisailam Highway,India-% Hyderabad,Semi-Furnished,Bach^el/ors/Family,3.0,Contact Owner,20000
2022-07-08,3.0,1500.0,1 out of 6,Super Area,Peeramcheru,India-\ Hyderabad,Semi-Furnished,Bachelors/Fam|ily_,3.0,Contact Owner,20000
2022-07-08,2.0,1050.0,3 out of 4,Super Area,"Uppal, NH 2 2",,Unfurnished,Bachelors/F+a#mily,3.0,Contact Owner,12000
2022-06-18,2.0,1100.0,1 out of 7,Super Area,"Upparpally, Hyderabad Expressway",>-9 Hyderabad,Furnished,_Bachelors/#Family,2.0,Contact Owner,25000
2022-07-08,2.0,1000.0,2 out of 3,Carpet Area,Attapur,\-9 Hyderabad,Semi-Furnished,B$achelors/Fami_ly,2.0,Contact Owner,11500
2022-05-27,2.0,700.0,2 out of 3,,Meerpet,[-9 Hyderabad,Unfurnished,B/ach]elors/Family,2.0,Contact Owner,6500
2022-05-21,1.0,750.0,1 out of 2,Super Area,"Mallampet, Outer Ring Road",India-. Hyderabad,Unfurnished,"Bach|elors,/Family",1.0,Contact Owner,10000
2022-06-29,1.0,450.0,2 out of 6,Super Area,Sainikpuri,,Unfurnished,Bachelors#/Fam;ily,1.0,Contact Owner,6000
2022-05-20,3.0,1000.0,1 out of 2,Super Area,"Malakpet, NH 9",India-{ Hyderabad,Unfurnished,"B,achelors/Famil=y",2.0,Contact Owner,14000
2022-07-06,3.0,1500.0,,Carpet Area,Gachibowli,India-@ Hyderabad,Semi-Furnished,Fam&|ily,3.0,Contact Agent,34000
,2.0,,Ground out of 13,Super Area,"LB Nagar, NH 9",/-9 Hyderabad,Furnished,Family=@,2.0 Bathrooms,Contact Owner,15000
2022-05-07,2.0,1450.0,2 out of 3,,,,Semi-Furnished,Bache.lo}rs/Family,2.0,Contact Owner,20000
2022-07-05,2.0,,3 out of 5,,"Beeramguda, Ramachandra Puram, NH 9",India-. Hyderabad,Unfurnished,,,Contact Owner,9500
2022-05-23,2.0,650.0,3 out of 5,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",,Unfurnished,Bachelor&}s/Family,2.0,Contact Owner,10000
2022-06-06,3.0,1500.0,5 out of 5,,Kondapur,India-@ Hyderabad,Semi-Furnished,"B,achelors/Family.",,Contact Agent,30000
2022-06-14,2.0,900.0,,,Puppalaguda,India-- Hyderabad,Furnished,"Bachelors,/Fam{ily",,Contact Owner,13000
2022-07-06,3.0,,8 out of 19,Carpet Area,"Kokapet, Outer Ring Road",India-( Hyderabad,Semi-Furnished,Bachelors/Famil>y!,3.0,Contact Agent,45000
,2.0,600.0,4 out of 7,Super Area,"Alijapur, Qutub Shahi Tombs",.-9 Hyderabad,Unfurnished,;Bachelors/Fam$ily,2.0,Contact Owner,8000
2022-07-08,2.0,,Ground out of 6,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",+-9 Hyderabad,Semi-Furnished,Bache=lors/Family>,2.0,Contact Owner,25000
2022-07-01,2.0,,1 out of 2,,Sai Nagar-Uppal,India-+ Hyderabad,,Bach{el;ors,2.0,Contact Owner,12000
2022-05-23,2.0,,,Carpet Area,,;-9 Hyderabad,Semi-Furnished,F.amil]y,,Contact Owner,19000
2022-07-08,3.0,,4 out of 6,Super Area,"Indra Nagar, Moti Nagar",\-9 Hyderabad,,B#ach_elors/Family,3.0,,22000
2022-07-08,2.0,1150.0,4 out of 5,Super Area,Suchitra Circle,"India-"" Hyderabad",Semi-Furnished,B'achelors-/Family,2.0,Contact Owner,15000
2022-06-14,,110.0,2 out of 3,Super Area,,/-9 Hyderabad,Semi-Furnished,"Bachelors/Fam""{ily",2.0,Contact Owner,15000
2022-07-04,2.0,103.0,Ground out of 1,Super Area,Sainikpuri,,Unfurnished,"Ba\chelors/Fam,ily",2.0,Contact Owner,10000
2022-06-25,2.0,1050.0,,Carpet Area,"Hayathnagar, NH 9",India-_ Hyderabad,Unfurnished,B>ache_lors,2.0,Contact Owner,10000
2022-06-14,2.0,,1 out of 6,,"Model Town Colony, Nawab Saheb Kunta",India-} Hyderabad,Unfurnished,Bache^lors/Family{,2.0,Contact Owner,7000
2022-05-21,2.0,1170.0,2 out of 4,Super Area,"Sitaphalmandi, Padmarao Nagar",India-< Hyderabad,Unfurnished,Bachelors/Fam\\ily,2.0,Contact Owner,15000
2022-06-20,2.0,167.0,Ground out of 1,Super Area,"Hari Hara Puram, B N Reddy Nagar",_-9 Hyderabad,Unfurnished,Bachelo//rs/Family,2.0,Contact Owner,9500
2022-05-25,1.0,500.0,2 out of 2,Super Area,in Bandlaguda Jagir,,Semi-Furnished,\Bachelors/Fa.mily,1.0,Contact Owner,6500
2022-05-07,1.0,600.0,Ground out of 4,Super Area,Jubilee Hills,India-# Hyderabad,Unfurnished,"Bachelors?,/Family",1.0,Contact Owner,10000
2022-06-22,1.0,,1 out of 4,,"Pragathi Nagar, Kukatpally",India-< Hyderabad,,Bachelors/F{ami}ly,1.0,Contact Owner,8000
2022-05-12,1.0,200.0,Ground out of 2,,Moula Ali,*-9 Hyderabad,Unfurnished,"Bachelors/Fa""m-ily",1.0 Bathrooms,Contact Owner,3300
2022-06-10,,600.0,1 out of 2,Super Area,"Upparpally, Hyderabad Expressway",--9 Hyderabad,Unfurnished,Bac$helors/Family@,,Contact Owner,12000
2022-06-18,2.0,900.0,2 out of 4,Super Area,"Himayath Nagar, NH 7",}-9 Hyderabad,Semi-Furnished,"B""ach;elors/Family",2.0,,20000
2022-07-08,2.0,800.0,,Super Area,Bandlaguda Jagir,+-9 Hyderabad,Unfurnished,Bachelors@/Fam*ily,2.0,Contact Owner,12000
2022-05-31,3.0,1000.0,2 out of 4,Carpet Area,Opposite andhra mahila sabha,India-[ Hyderabad,Semi-Furnished,Bach.el(ors/Family,2.0,Contact Owner,20000
2022-06-14,3.0,3200.0,11 out of 15,Carpet Area,"Financial District, Nanakram Guda",^-9 Hyderabad,Semi-Furnished,Fa%mil(y,3.0,,70000
2022-05-05,2.0,1400.0,,Super Area,,",-9 Hyderabad",Furnished,Bachelors/Fa)mi/ly,2.0,Contact Owner,10000
2022-05-06,1.0,550.0,Ground out of 2,Super Area,,India-; Hyderabad,,,1.0,Contact Owner,8500
2022-06-08,1.0,,4 out of 4,Carpet Area,"Sanath Nagar, NH 9",[-9 Hyderabad,Unfurnished,F$ami&ly,1.0,Contact Owner,8000
2022-06-14,1.0,,Ground out of 3,Super Area,Nagole,!-9 Hyderabad,Unfurnished,Bac$helors/Fa/mily,1.0,Contact Owner,8000
2022-05-19,,,,Super Area,"Sun City, Bandlaguda, Chevella Road",India-= Hyderabad,Unfurnished,Bac@helor$s,2.0,Contact Owner,13000
2022-06-29,3.0,1430.0,,Carpet Area,Dr A.S. Rao Nagar,,Furnished,Ba'chelo=rs/Family,2.0,Contact Owner,15500
2022-07-08,,1200.0,2 out of 25,Super Area,Nanakaramguda,$-9 Hyderabad,Furnished,Bachelors/{Famil'y,2.0,Contact Owner,30000
2022-06-18,2.0,1197.0,,,Dammaiguda,_-9 Hyderabad,,,2.0,Contact Owner,10000
2022-07-06,2.0,1150.0,2 out of 5,Carpet Area,Kondapur,India-_ Hyderabad,Semi-Furnished,Bachelo^^rs,2.0,,18000
2022-05-06,,500.0,4 out of 5,Super Area,Kondapur,India-@ Hyderabad,Semi-Furnished,Bach+elo)rs/Family,1.0,Contact Owner,12000
2022-05-25,2.0,1200.0,Ground out of 2,Carpet Area,"Gandhamguda, Bairagiguda","""-9 Hyderabad",Semi-Furnished,Bac$helors/Fam;ily,2.0,Contact Owner,9000
,1.0,500.0,2 out of 4,Super Area,Gajularamaram,,Semi-Furnished,Bac-helors/Fami#ly,2.0,Contact Owner,6000
2022-05-29,,,3 out of 6,Super Area,Raj Bhawan Road,/-9 Hyderabad,Furnished,Bachel&[ors/Family,3.0,Contact Owner,32000
2022-07-06,2.0,1100.0,1 out of 5,Super Area,,India-: Hyderabad,Furnished,{Bachelors/Fam{ily,2.0,Contact Owner,36000
2022-07-02,2.0,,1 out of 6,Super Area,Masab Tank,India-_ Hyderabad,Semi-Furnished,,2.0,Contact Owner,17000
2022-06-02,3.0,1500.0,2 out of 5,,"Habsiguda, NH 2 2",>-9 Hyderabad,Furnished,,3.0,,20000
2022-06-18,1.0,500.0,4 out of 4,Super Area,KPHB Road,+-9 Hyderabad,Unfurnished,,1.0,,9000
2022-06-24,2.0,850.0,2 out of 3,Super Area,Dellapur,=-9 Hyderabad,Unfurnished,Bachelors/Fa!m/ily,2.0,Contact Owner,9500
2022-05-20,2.0,1000.0,2 out of 3,Super Area,,India-] Hyderabad,Unfurnished,,2.0,Contact Owner,7000
2022-05-18,3.0,100.0,1 out of 1,,Masab Tank,India-$ Hyderabad,Unfurnished,,3.0,Contact Owner,17000
2022-06-14,2.0,1140.0,,Super Area,"Miyapur, NH 9",India-/ Hyderabad,Furnished,"Bac,helors/Family'",2.0,Contact Owner,19500
,2.0,1100.0,2 out of 3,Super Area,Masab Tank,,Furnished,Bachelors/Fami+l)y,,Contact Owner,25000
2022-06-06,3.0,1400.0,3 out of 4,Super Area,"Bolarum, Medchal Road","India-"" Hyderabad",Semi-Furnished,"Bachel,ors/;Family",2.0,Contact Owner,14000
2022-07-06,2.0,1350.0,3 out of 5,Super Area,"Kukatpally, NH 9",India-[ Hyderabad,Semi-Furnished,",Bachelor[s/Family",2.0,Contact Owner,16000
2022-06-08,,180.0,Ground out of 2,Carpet Area,"Kachiguda, NH 2 2",--9 Hyderabad,Unfurnished,"Ba/chelors/Fami""ly",2.0,Contact Owner,15000
2022-05-16,2.0,1250.0,2 out of 6,Super Area,"LB Nagar, NH 9",@-9 Hyderabad,,Bachelo$r[s/Family,2.0,Contact Owner,13000
,,1300.0,2 out of 5,,Peeramcheru,@-9 Hyderabad,Unfurnished,Bach{elors/Family!,2.0,Contact Owner,12000
2022-07-09,2.0,840.0,2 out of 4,Super Area,Old Nallakunta,India-' Hyderabad,Unfurnished,:Bachelors/Famil%y,2.0,Contact Owner,12000
2022-05-03,2.0,1200.0,1 out of 3,Super Area,Dammaiguda,?-9 Hyderabad,,Bachelors/]F#amily,2.0,Contact Owner,7500
2022-05-20,2.0,700.0,,Super Area,"Habsiguda, NH 2 2",]-9 Hyderabad,Furnished,Bachel*ors/Fami=ly,2.0,Contact Owner,13000
2022-05-29,,,,Super Area,Gachibowli,]-9 Hyderabad,Furnished,B#achelors</Family,,Contact Owner,52000
2022-07-10,2.0,1100.0,1 out of 12,Carpet Area,"Miyapur, NH 9",>-9 Hyderabad,Furnished,F!amil^y,2.0,Contact Agent,22000
2022-04-28,2.0,1000.0,Ground out of 2,Carpet Area,"Uppal, NH 2 2",,Semi-Furnished,,2.0,Contact Owner,18000
2022-06-06,2.0,,1 out of 2,,"Hayathnagar, NH 9",",-9 Hyderabad",,Bachelors/F@a(mily,3.0,Contact Owner,7000
,,1600.0,2 out of 5,Super Area,Attapur,"India-, Hyderabad",Semi-Furnished,F(a}mily,3.0,Contact Owner,16500
2022-05-24,,1550.0,1 out of 5,Carpet Area,Bandlaguda Jagir,India-- Hyderabad,Unfurnished,,,Contact Owner,13000
2022-06-25,1.0,600.0,Ground out of 4,,,,Semi-Furnished,/Bachelo<rs/Family,1.0,Contact Owner,6000
2022-07-06,1.0,500.0,,Super Area,RTC Cross Road,India-& Hyderabad,Semi-Furnished,"Ba$chelors/Family""",1.0,,6000
2022-07-10,2.0,1100.0,,Carpet Area,"Himayath Nagar, NH 7",India-' Hyderabad,Semi-Furnished,<Bac[helors/Family,2.0,Contact Agent,21000
2022-05-07,3.0,1000.0,2 out of 2,Carpet Area,"Manikonda, Outer Ring Road",<-9 Hyderabad,Furnished,"{Fa""mily",,Contact Owner,10000
,2.0,,,Super Area,Kothapet,,Semi-Furnished,B]achelor@s/Family,2.0,Contact Owner,12000
,3.0,,5 out of 5,,,India-} Hyderabad,Unfurnished,B]ach:elors/Family,3.0,Contact Owner,30000
,2.0,,3 out of 5,Carpet Area,Kondapur,India-; Hyderabad,Semi-Furnished,B[achelors/Family',2.0,Contact Agent,15000
2022-05-12,2.0,1100.0,Ground out of 2,Super Area,Kapra,India-+ Hyderabad,,Bachelors/{Fami[ly,2.0,Contact Owner,10000
2022-05-12,2.0,950.0,2 out of 3,Super Area,Chanda Nagar,"India-, Hyderabad",Unfurnished,Ba:chel[ors/Family,2.0,Contact Owner,9000
2022-07-01,2.0,1000.0,2 out of 3,Carpet Area,Rock Town Colony,,Semi-Furnished,"B,ac%helors",,Contact Owner,10000
,,1200.0,1 out of 3,Super Area,"Hayathnagar, NH 9",India-) Hyderabad,,Bachelor)s/Fam$ily,2.0,Contact Owner,8000
2022-06-18,,2800.0,Ground out of 3,Super Area,"Boduppal, NH 2 2",_-9 Hyderabad,Furnished,Bach\el(ors/Family,7.0,Contact Owner,60000
2022-06-29,2.0,,,,,:-9 Hyderabad,Unfurnished,Bachelors/+F_amily,2.0,Contact Owner,8000
2022-06-10,2.0,1000.0,2 out of 16,Carpet Area,Medipally,India-) Hyderabad,Semi-Furnished,"Bachelors)/Fam""ily",2.0,Contact Owner,8500
2022-05-12,2.0,,2 out of 4,Super Area,"Pragathi Nagar, Kukatpally",*-9 Hyderabad,Semi-Furnished,[Ba%chelors/Family,2.0,,7500
2022-06-18,2.0,600.0,Ground out of 2,Super Area,Meerpet,India-( Hyderabad,Unfurnished,Bachel(ors/Fam:ily,1.0,Contact Owner,5000
2022-07-02,3.0,,,Carpet Area,"Anand Nagar-Khairatabad, NH 7",|-9 Hyderabad,Unfurnished,]F;amily,3.0,Contact Owner,30000
,1.0,,,Super Area,"Champapet, Koti",>-9 Hyderabad,Semi-Furnished,Bachelors/Fa+mil%y,1.0,,7500
2022-06-12,,1000.0,,Super Area,Ram nagar,'-9 Hyderabad,Unfurnished,"Bach)elors/Family""",2.0 Bathrooms,Contact Owner,12000
2022-06-10,2.0,1100.0,3 out of 4,Super Area,"Kachiguda, NH 2 2",+-9 Hyderabad,Semi-Furnished,Ba=chelors/Fa/mily,2.0,Contact Owner,15500
,,1450.0,4 out of 7,Super Area,,India-! Hyderabad,,F>amil%y,2.0,Contact Owner,26000
,1.0,550.0,2 out of 3,Super Area,"Rasoolpura, Mahatma Gandhi Road",India-] Hyderabad,Semi-Furnished,"Bac,'helors/Family",1.0,Contact Owner,8000
2022-06-30,2.0,933.0,2 out of 5,,Kompally,^-9 Hyderabad,Unfurnished,B{ache<lors,2.0,Contact Owner,12000
2022-07-02,3.0,1100.0,1 out of 10,Carpet Area,Prashanth Nagar,India-| Hyderabad,Semi-Furnished,"B""a<chelors/Family",2.0,Contact Owner,15000
2022-06-18,2.0,,3 out of 6,Super Area,Dr A.S. Rao Nagar,,Semi-Furnished,Fa]{mily,2.0,Contact Owner,10000
2022-05-28,3.0,1150.0,2 out of 4,Carpet Area,"Pragathi Nagar, Moosapet",India-@ Hyderabad,Semi-Furnished,Famil?y:,3.0,Contact Owner,20000
2022-06-10,2.0,,Ground out of 5,Carpet Area,Prem nagar-Erragadda,|-9 Hyderabad,Unfurnished,"""Ba)chelors",2.0,Contact Owner,12500
2022-06-02,2.0,1000.0,2 out of 3,Super Area,Kondapur,,Unfurnished,Bachelors/+Fa.mily,2.0,Contact Owner,18000
,3.0,1400.0,3 out of 4,Carpet Area,"LB Nagar, NH 9",,,"Fam$ily""",3.0,Contact Owner,21000
2022-07-10,3.0,2700.0,23 out of 30,Carpet Area,,",-9 Hyderabad",Furnished,&Bachelors:,3.0,,95000
2022-05-19,,1700.0,7 out of 14,Carpet Area,"Hafeezpet, NH 9",(-9 Hyderabad,Semi-Furnished,Fa[mily&,3.0,Contact Owner,26000
,3.0,,,Super Area,Gachibowli,India-# Hyderabad,Semi-Furnished,"Fa]mily""",2.0,Contact Agent,53000
2022-06-14,2.0,,3 out of 4,Super Area,"Miyapur, NH 9",India-$ Hyderabad,,"Bac\helor""s/Family",2.0 Bathrooms,Contact Owner,13000
2022-06-29,2.0,1440.0,1 out of 3,Super Area,Attapur,India-[ Hyderabad,Semi-Furnished,,2.0,Contact Owner,12000
2022-07-06,3.0,,1 out of 6,Super Area,Chanda Nagar,India-$ Hyderabad,,Bachelo.rs/Fam+ily,3.0,Contact Owner,28000
2022-07-06,3.0,,4 out of 30,Super Area,Gachibowli,*-9 Hyderabad,Unfurnished,B[ac{helors,3.0,Contact Agent,57000
2022-05-24,2.0,1200.0,2 out of 2,,"Beeramguda, Ramachandra Puram, NH 9",India-: Hyderabad,Unfurnished,"""Bachelo%rs",2.0,Contact Owner,10000
2022-05-06,,,1 out of 1,,"Uppal, NH 2 2",?-9 Hyderabad,Unfurnished,Bach+el^ors/Family,1.0,Contact Owner,21467
2022-05-23,1.0,1050.0,2 out of 3,Carpet Area,"Banjara Hills, NH 9",@-9 Hyderabad,Furnished,B*achel;ors,,Contact Agent,32000
2022-07-07,1.0,400.0,4 out of 4,Carpet Area,Humayun Nagar,India-. Hyderabad,Unfurnished,Bach{elors/F<amily,1.0,Contact Owner,7000
2022-07-06,2.0,1350.0,,Super Area,Gachibowli,,Semi-Furnished,Ba$chelo$rs,2.0,Contact Agent,30000
2022-05-17,3.0,1960.0,13 out of 25,Super Area,"Nallagandla, Serilingampally",;-9 Hyderabad,Unfurnished,Bac^helor(s,3.0,Contact Agent,40000
2022-06-08,1.0,,1 out of 2,Super Area,Nagole,<-9 Hyderabad,Unfurnished,Bachelo[rs/Fam?ily,1.0,Contact Owner,9000
2022-07-02,2.0,1000.0,2 out of 5,Super Area,,India-> Hyderabad,Unfurnished,Bachelo\rs>,2.0,Contact Owner,15000
2022-06-29,2.0,1100.0,1 out of 4,Super Area,Begumpet,India-% Hyderabad,Unfurnished,Bach#elors/>Family,2.0,Contact Owner,18000
2022-05-29,3.0,1480.0,2 out of 3,,Nizam Colony,India-{ Hyderabad,Furnished,Ba}chelors/F-amily,3.0,Contact Owner,25000
2022-06-22,,700.0,Ground out of 3,,"Hafeezpet, NH 9",/-9 Hyderabad,Unfurnished,Bache<>lors/Family,1.0,Contact Owner,8500
2022-06-13,3.0,1500.0,5 out of 6,Super Area,"Miyapur, NH 9",India-^ Hyderabad,Furnished,Bach>e_lors/Family,2.0,Contact Owner,20000
2022-06-25,2.0,1000.0,,Super Area,Upperpally,--9 Hyderabad,Semi-Furnished,Bachelo-+rs/Family,2.0,Contact Owner,12000
2022-06-11,2.0,900.0,1 out of 3,Super Area,Toli Chowki,India-^ Hyderabad,Semi-Furnished,,,Contact Owner,12500
2022-07-02,3.0,,2 out of 8,Super Area,,India-$ Hyderabad,Semi-Furnished,B>ache>lors/Family,,Contact Owner,25000
,2.0,1100.0,2 out of 2,Super Area,,India-| Hyderabad,Unfurnished,Bachel(or!s/Family,3.0,Contact Owner,10000
,,1300.0,3 out of 3,,,=-9 Hyderabad,Semi-Furnished,Bac*h<elors,2.0,,18000
,3.0,1275.0,,Carpet Area,"Rajendra Nagar, Outer Ring Road",India-< Hyderabad,,>Bachel[ors/Family,2.0,Contact Owner,12000
,3.0,1265.0,2 out of 5,Super Area,"Pragathi Nagar, Kukatpally",India-: Hyderabad,Semi-Furnished,Bachelo$rs/F+amily,3.0,Contact Owner,13000
2022-04-29,1.0,700.0,1 out of 3,Carpet Area,Panjagutta Colony,"India-, Hyderabad",Unfurnished,Ba.che}lors,1.0,Contact Owner,13000
2022-05-20,2.0,1150.0,1 out of 5,Super Area,Madhapur,&-9 Hyderabad,Furnished,Bachelors/F|ami!ly,2.0,Contact Owner,25000
,2.0,850.0,Ground out of 2,Carpet Area,"Srinivasa Colony, Secunderabad",India-- Hyderabad,Semi-Furnished,Fam-^ily,2.0,Contact Owner,9000
,2.0,1285.0,,Super Area,,India-[ Hyderabad,Semi-Furnished,%Bac+helors/Family,2.0,Contact Owner,10000
2022-07-06,3.0,2000.0,Ground out of 2,Super Area,Thumukunta,India-] Hyderabad,Semi-Furnished,,3.0,Contact Owner,15000
2022-07-06,2.0,1000.0,1 out of 1,Super Area,"Bolarum, Medchal Road",India-_ Hyderabad,Semi-Furnished,"Bachelors/F}a,mily",3.0,Contact Owner,20000
2022-05-22,,,4 out of 4,Super Area,Gachibowli,India-] Hyderabad,Semi-Furnished,B{achelors/Fa-mily,1.0,Contact Owner,13500
2022-06-25,3.0,,4 out of 10,Super Area,"Rajendra Nagar, Outer Ring Road",India-/ Hyderabad,,Bach*elors/F[amily,2.0,,21000
,2.0,1000.0,1 out of 3,Super Area,Toli Chowki,India-! Hyderabad,Semi-Furnished,Bachelors/F.ami}ly,,,10000
2022-06-18,2.0,800.0,Ground out of 5,,"Chintal, NH 7",*-9 Hyderabad,Unfurnished,"Bachelo,rs/Famil,y",2.0,Contact Owner,10000
2022-05-05,2.0,1400.0,Ground out of 1,Super Area,Ammenpur,.-9 Hyderabad,Furnished,Bachelo=rs/Family<,2.0 Bathrooms,Contact Owner,10000
2022-07-07,2.0,1350.0,,Carpet Area,Hitech City,;-9 Hyderabad,Semi-Furnished,,2.0,Contact Owner,24000
2022-05-01,2.0,1100.0,1 out of 4,Super Area,"Hyder Nagar, NH 9",{-9 Hyderabad,Semi-Furnished,"Bachelor_s/Family""",2.0,Contact Owner,13000
2022-06-29,2.0,840.0,2 out of 3,Super Area,"SV Nagar, Secunderabad",[-9 Hyderabad,Unfurnished,,2.0,Contact Owner,8000
2022-06-18,2.0,1325.0,,,Gachibowli,]-9 Hyderabad,Furnished,Bach$el]ors/Family,2.0,Contact Owner,55000
2022-07-02,,3500.0,2 out of 3,Carpet Area,"Ramanthapur, NH 2 2",,Unfurnished,Bac$helors/Family:,,Contact Owner,50000
2022-05-10,3.0,1250.0,,Carpet Area,,}-9 Hyderabad,Semi-Furnished,Bache%lors/Family),3.0,Contact Owner,32000
2022-06-06,3.0,1500.0,3 out of 6,Super Area,Petbasheerabad,,Semi-Furnished,B}ache>lors/Family,,Contact Owner,22000
2022-06-03,2.0,1050.0,1 out of 2,,Hydershakote,India-] Hyderabad,Unfurnished,Bach!e[lors/Family,2.0,Contact Owner,8500
2022-05-09,,1200.0,,Super Area,Toli Chowki,India-' Hyderabad,Semi-Furnished,Bache+lors/Fami_ly,,Contact Owner,12000
2022-05-31,3.0,1500.0,,Carpet Area,KBR Laxmi Residency,^-9 Hyderabad,Semi-Furnished,"B\achelors/Famil""y",3.0,,15000
2022-06-06,1.0,100.0,1 out of 2,Super Area,New Nallakunta,*-9 Hyderabad,,Bachel$ors/Fami<ly,1.0,Contact Owner,3000
2022-06-02,3.0,1742.0,23 out of 35,Super Area,Gachibowli,India-< Hyderabad,Semi-Furnished,Fa[m[ily,3.0,Contact Agent,52000
,2.0,650.0,3 out of 4,Carpet Area,,?-9 Hyderabad,Unfurnished,Bache|l(ors/Family,2.0,Contact Owner,9500
2022-07-06,3.0,2235.0,Ground out of 10,,Gachibowli,India-^ Hyderabad,Unfurnished,,5.0,,46000
2022-07-08,,,,Super Area,"Gouri Shankar Nagar Colony, Banjara Hills",$-9 Hyderabad,Semi-Furnished,"Bachelo""rs/(Family",2.0,Contact Owner,12000
,2.0,175.0,1 out of 3,Super Area,,India-$ Hyderabad,Semi-Furnished,+Bachelors/Fami?ly,2.0,Contact Owner,8000
2022-07-06,2.0,,Ground out of 2,Super Area,Nagaram,<-9 Hyderabad,Unfurnished,B:ach'elors/Family,2.0,Contact Owner,9000
2022-05-20,,1200.0,2 out of 3,Super Area,"Jillelguda, Medbowli",[-9 Hyderabad,Furnished,B&achelors/Fami:ly,2.0,Contact Owner,10000
2022-05-26,2.0,1283.0,5 out of 34,Super Area,Gachibowli,India-& Hyderabad,Unfurnished,"B""achelors!",2.0,Contact Agent,39000
